booking_id,customer_name,no_of_ppl,no_of_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,date,total_price
HWA02825,Kimberly Adams,1,4,1,0,Single Room,11/5/2024,320
HWA02826,Sarah Walker,1,2,0,0,Single Room,6/11/2024,100
HWA02827,Dennis Young,1,1,1,0,Single Room,1/24/2024,80
HWA02828,Mark Flores,1,2,1,0,Deluxe Room,6/29/2024,360
HWA02829,Donna Brown,1,3,1,0,Single Room,11/17/2024,240
HWA02830,Raymond Brown,1,2,1,0,Single Room,8/14/2023,160
HWA02831,Andrew Thomas,2,2,1,0,Deluxe Room,3/25/2024,360
HWA02832,Kevin King,1,1,1,0,Single Room,12/10/2024,80
HWA02833,Shirley Perez,2,2,1,0,Deluxe Room,7/29/2024,360
HWA02834,Lisa Lewis,2,1,1,0,Deluxe Room,6/18/2024,180
HWA02835,Andrew Hill,1,1,1,0,Single Room,1/28/2024,80
HWA02836,Deborah Allen,1,1,1,0,Single Room,5/10/2024,80
HWA02837,James Allen,1,2,1,0,Single Room,10/21/2024,160
HWA02838,Michelle Harris,2,5,1,0,Deluxe Room,8/9/2024,900
HWA02839,Brian Clark,1,2,1,0,Single Room,9/23/2024,160
HWA02840,Melissa Garcia,1,3,1,1,Single Room,8/21/2023,240
HWA02841,Andrew Williams,1,2,1,0,Single Room,7/17/2023,160
HWA02842,Robert Williams,1,2,1,0,Single Room,8/14/2023,160
HWA02843,James Lee,1,1,1,0,Single Room,10/16/2024,80
HWA02844,Jason Torres,1,3,1,0,Single Room,3/3/2024,240
HWA02845,Nancy Brown,1,2,1,0,Single Room,7/17/2023,160
HWA02846,Daniel Robinson,1,3,1,0,Single Room,7/13/2024,240
HWA02847,Anthony Robinson,1,4,1,0,Single Room,8/10/2024,320
HWA02848,Carol Harris,1,2,1,0,Single Room,9/15/2024,160
HWA02849,Kimberly Robinson,1,2,1,0,Single Room,9/30/2024,160
HWA02850,Peter Taylor,1,3,1,0,Single Room,5/17/2024,240
HWA02851,Joshua Wilson,1,3,1,0,Single Room,4/8/2024,240
HWA02852,Jason Jackson,1,4,1,0,Single Room,9/5/2023,320
HWA02853,Kimberly Clark,1,3,1,0,Single Room,9/26/2024,240
HWA02854,Kimberly King,2,3,1,0,Deluxe Room,7/14/2024,540
HWA02855,Scott Moore,1,2,1,0,Single Room,10/11/2024,160
HWA02856,Donald Jones,1,1,1,0,Single Room,7/9/2024,80
HWA02857,Mark Brown,1,3,1,0,Deluxe Room,8/4/2024,540
HWA02858,Andrew Green,1,1,1,0,Single Room,12/15/2023,80
HWA02859,James Williams,1,1,1,0,Single Room,4/25/2024,80
HWA02860,Matthew Allen,1,5,1,0,Single Room,9/27/2024,400
HWA02861,Michael Taylor,4,5,1,0,Family Room,5/22/2024,1150
HWA02862,Julie White,1,2,1,0,Single Room,9/4/2024,160
HWA02863,Kenneth Hernandez,1,3,1,0,Single Room,1/19/2024,240
HWA02864,Kathleen Hernandez,1,3,1,0,Single Room,3/11/2024,240
HWA02865,Stephanie King,1,3,1,0,Single Room,2/17/2024,240
HWA02866,Thomas King,1,1,1,0,Single Room,8/8/2023,80
HWA02867,Sandra Adams,1,2,1,0,Single Room,6/3/2024,160
HWA02868,Shirley Allen,3,1,1,0,Deluxe Room,7/13/2024,180
HWA02869,Kenneth Clark,1,1,0,0,Single Room,10/27/2024,50
HWA02870,Andrew Perez,1,3,0,0,Single Room,10/25/2024,150
HWA02871,Sandra Wilson,2,2,1,0,Deluxe Room,9/2/2024,360
HWA02872,Amanda Adams,1,4,1,0,Single Room,6/12/2024,320
HWA02873,Linda Robinson,1,3,0,0,Single Room,8/3/2024,150
HWA02874,Margaret Hall,1,2,1,0,Single Room,10/16/2023,160
HWA02875,Jessica Lewis,1,2,1,0,Single Room,10/2/2023,160
HWA02876,Lisa Miller,1,1,1,0,Single Room,12/6/2023,80
HWA02877,Sharon Green,1,2,1,0,Single Room,10/7/2024,160
HWA02878,Samuel Walker,2,1,1,0,Double Room,7/17/2024,130
HWA02879,Paul Lee,1,2,1,1,Double Room,5/6/2024,260
HWA02880,Ashley Clark,1,3,1,0,Single Room,9/8/2024,240
HWA02881,Raymond Adams,1,1,1,0,Single Room,9/18/2023,80
HWA02882,Betty Jones,1,1,1,0,Single Room,9/21/2023,80
HWA02883,Mary Perez,3,1,1,0,Deluxe Room,3/29/2024,180
HWA02884,James Moore,1,3,0,0,Single Room,3/21/2024,150
HWA02885,Deborah Allen,1,2,1,0,Single Room,6/6/2024,160
HWA02886,Thomas Walker,1,3,1,0,Single Room,8/14/2023,240
HWA02887,Nancy Williams,1,2,1,0,Single Room,8/3/2024,160
HWA02888,Margaret Thomas,1,1,1,0,Single Room,8/21/2024,80
HWA02889,Julie Williams,1,1,1,0,Single Room,7/5/2024,80
HWA02890,Jason Moore,1,1,1,0,Single Room,3/19/2024,80
HWA02891,Samuel Rodriguez,1,2,0,0,Single Room,3/11/2024,100
HWA02892,James Robinson,1,1,0,0,Single Room,12/4/2024,50
HWA02893,Michelle Miller,1,4,0,0,Single Room,6/16/2024,200
HWA02894,Henry Lopez,2,1,1,0,Deluxe Room,6/28/2024,180
HWA02895,George Rodriguez,1,2,1,0,Single Room,5/13/2024,160
HWA02896,Aaron Lopez,1,2,1,0,Single Room,6/15/2024,160
HWA02897,Ronald White,1,2,1,0,Single Room,10/15/2023,160
HWA02898,Henry Green,1,1,1,0,Single Room,3/2/2024,80
HWA02899,Margaret Jones,1,2,1,0,Single Room,10/2/2023,160
HWA02900,Paul Harris,2,2,1,0,Double Room,6/10/2024,260
HWA02901,Helen Taylor,1,2,0,0,Single Room,11/17/2024,100
HWA02902,George Taylor,1,1,1,0,Single Room,6/7/2024,80
HWA02903,Michelle Hill,1,1,0,0,Single Room,3/17/2024,50
HWA02904,Julie Lopez,1,3,0,0,Single Room,8/11/2024,150
HWA02905,Gregory Wright,1,2,0,0,Single Room,2/26/2024,100
HWA02906,Donald White,1,2,1,0,Single Room,4/1/2024,160
HWA02907,Ryan Walker,1,3,1,0,Deluxe Room,10/19/2023,540
HWA02908,Paul Jackson,1,3,1,0,Single Room,11/1/2024,240
HWA02909,Henry Johnson,3,2,1,0,Deluxe Room,9/5/2024,360
HWA02910,Ryan Flores,1,1,1,0,Single Room,4/22/2024,80
HWA02911,William Martinez,2,2,1,0,Double Room,7/7/2024,260
HWA02912,Michael Wright,1,2,1,0,Single Room,3/20/2024,160
HWA02913,Donald Lewis,1,2,1,0,Single Room,11/4/2024,160
HWA02914,Jennifer Jackson,1,3,1,0,Single Room,2/16/2024,240
HWA02915,Sandra Smith,1,8,1,0,Single Room,9/6/2024,640
HWA02916,Emily Hall,1,2,0,0,Single Room,10/25/2024,100
HWA02917,Carol Thomas,1,1,1,0,Single Room,7/30/2024,80
HWA02918,Laura Lewis,1,5,1,0,Single Room,10/4/2024,400
HWA02919,James Hernandez,1,1,1,0,Deluxe Room,6/4/2024,180
HWA02920,Elizabeth Lee,1,1,1,0,Single Room,9/10/2024,80
HWA02921,Dorothy Jackson,1,3,1,0,Single Room,10/15/2023,240
HWA02922,Linda Green,1,1,1,1,Single Room,6/3/2024,80
HWA02923,Edward Moore,1,3,0,0,Single Room,7/4/2024,150
HWA02924,Gregory Green,1,4,1,0,Deluxe Room,10/5/2024,720
HWA02925,Sandra Allen,1,2,1,0,Single Room,3/4/2024,160
HWA02926,Jerry Lopez,1,1,1,0,Deluxe Room,7/24/2024,180
HWA02927,Stephanie Scott,1,1,1,0,Single Room,5/1/2024,80
HWA02928,Kenneth Torres,1,2,1,0,Single Room,9/30/2024,160
HWA02929,Julie Davis,3,1,1,0,Deluxe Room,2/13/2024,180
HWA02930,Sandra Martin,1,2,1,0,Single Room,10/3/2024,160
HWA02931,James Wright,1,1,1,0,Double Room,7/9/2024,130
HWA02932,James Allen,1,1,1,0,Single Room,5/1/2024,80
HWA02933,Ryan Hernandez,1,2,1,0,Single Room,2/12/2024,160
HWA02934,Patricia Williams,1,1,1,0,Single Room,10/23/2024,80
HWA02935,Joan Davis,1,5,0,0,Single Room,12/4/2024,250
HWA02936,Judith Smith,1,2,1,0,Single Room,2/13/2024,160
HWA02937,Michael Rodriguez,1,2,0,0,Single Room,12/16/2024,100
HWA02938,Amanda Clark,1,2,1,0,Single Room,6/24/2024,160
HWA02939,Joshua Perez,1,1,1,0,Single Room,2/28/2024,80
HWA02940,Donald Adams,1,1,1,0,Single Room,12/28/2024,80
HWA02941,Lisa Jackson,1,3,1,0,Single Room,10/18/2023,240
HWA02942,Scott Rodriguez,3,3,1,0,Deluxe Room,7/21/2024,540
HWA02943,Ruth King,1,3,1,0,Single Room,11/23/2024,240
HWA02944,William Harris,1,3,1,0,Single Room,11/22/2024,240
HWA02945,Raymond Hill,1,1,1,0,Single Room,2/28/2024,80
HWA02946,Timothy Smith,1,3,1,0,Single Room,12/3/2023,240
HWA02947,Jessica Harris,1,1,0,0,Single Room,6/23/2024,50
HWA02948,Mary Allen,1,4,1,0,Double Room,1/25/2024,520
HWA02949,Karen Taylor,1,2,1,0,Single Room,10/4/2023,160
HWA02950,Jerry Walker,1,4,1,0,Single Room,8/12/2023,320
HWA02951,Susan Smith,1,5,0,0,Single Room,8/23/2024,250
HWA02952,Jeffrey Williams,1,3,1,0,Single Room,10/27/2024,240
HWA02953,Joseph Jackson,1,2,1,1,Single Room,9/6/2024,160
HWA02954,Kathleen Wright,1,1,1,1,Single Room,11/28/2024,80
HWA02955,Dorothy Thompson,1,3,0,0,Single Room,10/11/2024,150
HWA02956,Nancy Harris,1,2,1,0,Single Room,6/20/2024,160
HWA02957,Jennifer Walker,1,3,1,0,Single Room,8/5/2023,240
HWA02958,Jason Thomas,1,2,0,0,Single Room,8/18/2024,100
HWA02959,Christopher Young,1,1,0,0,Single Room,9/2/2024,50
HWA02960,Paul Jackson,1,2,0,0,Single Room,6/10/2024,100
HWA02961,Jennifer Torres,1,1,0,0,Single Room,4/24/2024,50
HWA02962,Daniel Adams,1,2,1,0,Single Room,4/29/2024,160
HWA02963,Ruth Jones,2,3,1,0,Deluxe Room,10/7/2024,540
HWA02964,Melissa Scott,3,1,1,1,Deluxe Room,5/28/2024,180
HWA02965,Joan Green,1,1,1,0,Single Room,9/18/2024,80
HWA02966,Steven Allen,1,1,1,0,Single Room,5/2/2024,80
HWA02967,Helen Jackson,1,1,1,0,Single Room,5/29/2024,80
HWA02968,Joshua Perez,1,2,1,0,Single Room,9/13/2024,160
HWA02969,Gregory Brown,1,1,0,0,Single Room,4/14/2024,50
HWA02970,Nancy Lee,1,2,1,0,Deluxe Room,6/4/2024,360
HWA02971,Michael Rodriguez,1,3,0,0,Single Room,3/24/2024,150
HWA02972,Ruth Johnson,1,1,0,0,Single Room,12/26/2024,50
HWA02973,Ryan Hall,2,3,1,0,Deluxe Room,1/8/2024,540
HWA02974,Mary Anderson,1,4,1,0,Single Room,12/27/2024,320
HWA02975,Elizabeth Wright,1,2,1,0,Single Room,9/27/2024,160
HWA02976,Donald Brown,1,1,1,0,Single Room,10/4/2023,80
HWA02977,Sharon Thomas,2,3,1,0,Deluxe Room,9/19/2024,540
HWA02978,Susan Torres,1,1,1,0,Single Room,1/3/2024,80
HWA02979,Frank Harris,5,1,1,0,Family Room,12/4/2024,230
HWA02980,Raymond Torres,1,1,1,0,Single Room,3/20/2024,80
HWA02981,Jennifer Williams,1,1,1,0,Deluxe Room,8/7/2024,180
HWA02982,George Rodriguez,3,1,1,0,Deluxe Room,4/21/2024,180
HWA02983,Kevin Wilson,1,4,1,0,Single Room,10/19/2024,320
HWA02984,James Smith,1,2,1,0,Single Room,5/20/2024,160
HWA02985,Jerry Wilson,1,1,0,0,Single Room,11/7/2023,50
HWA02986,Jeffrey Hill,1,3,1,0,Single Room,9/30/2023,240
HWA02987,Steven King,1,1,1,0,Single Room,7/25/2024,80
HWA02988,Daniel Hall,1,3,1,0,Single Room,7/25/2024,240
HWA02989,Nancy Rodriguez,1,1,0,0,Single Room,10/3/2024,50
HWA02990,Emma Hill,1,2,0,0,Single Room,12/16/2024,100
HWA02991,Joseph White,1,1,1,1,Single Room,3/2/2024,80
HWA02992,Jason Jones,1,1,1,0,Single Room,6/28/2024,80
HWA02993,Julie Martin,2,4,1,0,Deluxe Room,5/11/2024,720
HWA02994,Emily Lopez,1,1,1,0,Single Room,9/19/2024,80
HWA02995,George King,1,1,1,0,Single Room,12/13/2024,80
HWA02996,Samuel Hall,1,1,1,0,Single Room,4/3/2024,80
HWA02997,Carol Flores,1,3,1,0,Single Room,10/21/2023,240
HWA02998,Elizabeth Williams,1,2,1,0,Double Room,7/21/2024,260
HWA02999,Judith Anderson,1,1,1,0,Single Room,3/27/2024,80
HWA03000,Gregory Flores,1,1,1,0,Single Room,11/19/2024,80
HWA03001,Steven Scott,1,4,1,0,Single Room,10/13/2023,320
HWA03002,Aaron Johnson,1,2,1,0,Single Room,11/13/2024,160
HWA03003,Samuel Brown,1,3,1,0,Single Room,12/22/2024,240
HWA03004,Timothy Green,1,1,1,0,Single Room,10/16/2023,80
HWA03005,Sarah Wright,1,1,0,0,Single Room,8/6/2024,50
HWA03006,Sandra Brown,1,3,0,0,Single Room,9/30/2024,150
HWA03007,Samuel Torres,1,1,1,0,Single Room,2/20/2024,80
HWA03008,Gregory Torres,1,1,1,0,Single Room,1/19/2024,80
HWA03009,Dorothy Taylor,1,1,0,0,Single Room,6/26/2024,50
HWA03010,Peter Scott,1,1,1,0,Single Room,10/10/2024,80
HWA03011,Jessica Williams,1,1,1,0,Single Room,5/21/2024,80
HWA03012,Jason Scott,1,1,1,0,Single Room,7/11/2024,80
HWA03013,Susan Allen,1,2,1,0,Single Room,9/18/2023,160
HWA03014,John Hall,1,1,1,0,Single Room,6/6/2024,80
HWA03015,Karen Taylor,2,3,1,0,Deluxe Room,9/27/2024,540
HWA03016,Kathleen Thomas,1,2,1,0,Single Room,3/4/2024,160
HWA03017,Steven Martinez,1,2,1,0,Single Room,8/24/2023,160
HWA03018,Frank King,1,1,1,0,Single Room,8/2/2024,80
HWA03019,Frank Perez,1,5,1,0,Single Room,10/4/2024,400
HWA03020,Sarah Lewis,3,3,1,0,Deluxe Room,12/28/2024,540
HWA03021,Ronald Perez,1,1,1,0,Single Room,10/5/2023,80
HWA03022,Rebecca Brown,1,3,1,0,Single Room,2/13/2024,240
HWA03023,Sarah White,1,2,1,0,Single Room,4/19/2024,160
HWA03024,Jeffrey Green,3,3,1,1,Deluxe Room,8/18/2024,540
HWA03025,Lisa Jones,1,3,1,0,Single Room,12/8/2024,240
HWA03026,Carol Wilson,1,3,1,0,Single Room,8/19/2024,240
HWA03027,Melissa Lopez,1,3,1,0,Single Room,12/29/2024,240
HWA03028,Steven Robinson,5,1,1,0,Family Room,8/23/2023,230
HWA03029,Karen Brown,1,2,0,0,Single Room,3/13/2024,100
HWA03030,Edward Williams,1,1,1,0,Single Room,6/18/2024,80
HWA03031,Ryan Miller,1,1,1,0,Single Room,2/16/2024,80
HWA03032,Deborah Jackson,1,1,1,0,Single Room,9/20/2023,80
HWA03033,Christopher Wilson,3,1,1,0,Deluxe Room,10/15/2024,180
HWA03034,Henry Hernandez,1,3,1,0,Single Room,4/4/2024,240
HWA03035,Julie Brown,1,1,1,0,Single Room,6/19/2024,80
HWA03036,David Perez,1,1,1,0,Single Room,6/6/2024,80
HWA03037,Anthony Brown,1,3,1,0,Single Room,6/6/2024,240
HWA03038,Karen Hill,1,3,1,0,Single Room,7/20/2024,240
HWA03039,Lisa Martin,1,1,1,0,Single Room,4/9/2024,80
HWA03040,Sarah Flores,1,1,1,0,Single Room,5/22/2024,80
HWA03041,George Moore,1,3,1,0,Single Room,8/29/2024,240
HWA03042,Michelle Jones,3,3,1,0,Deluxe Room,10/6/2024,540
HWA03043,Andrew Lewis,1,2,0,0,Single Room,10/31/2024,100
HWA03044,Thomas Flores,1,3,1,0,Single Room,12/8/2024,240
HWA03045,Deborah Martinez,1,5,0,0,Single Room,9/6/2024,250
HWA03046,Sandra Thomas,1,2,1,0,Single Room,6/19/2024,160
HWA03047,Ashley King,1,2,0,0,Single Room,4/8/2024,100
HWA03048,Laura Adams,3,2,1,0,Presidential Room,10/1/2024,560
HWA03049,George Jones,1,4,1,0,Single Room,5/17/2024,320
HWA03050,Robert Garcia,3,2,1,0,Deluxe Room,4/17/2024,360
HWA03051,Joshua Walker,3,1,1,0,Deluxe Room,7/31/2024,180
HWA03052,Julie Harris,1,1,0,0,Single Room,7/7/2024,50
HWA03053,Susan White,1,4,1,0,Deluxe Room,4/27/2024,720
HWA03054,Jerry Flores,1,2,1,0,Single Room,10/16/2024,160
HWA03055,Joshua Perez,1,1,1,0,Single Room,4/29/2024,80
HWA03056,Patricia White,1,2,1,0,Single Room,10/7/2024,160
HWA03057,Susan Thomas,1,2,1,0,Single Room,1/12/2024,160
HWA03058,Julie Anderson,1,1,0,0,Single Room,8/24/2024,50
HWA03059,Christopher Robinson,1,2,1,0,Single Room,10/29/2024,160
HWA03060,Mark Flores,1,2,1,0,Single Room,6/17/2024,160
HWA03061,Samuel Perez,1,2,1,1,Single Room,8/23/2024,160
HWA03062,Jessica Thompson,6,3,1,0,Presidential Room,12/8/2024,840
HWA03063,Steven Moore,1,3,0,0,Single Room,10/6/2024,150
HWA03064,Edward Scott,1,2,1,0,Single Room,5/20/2024,160
HWA03065,Jeffrey Moore,1,2,1,0,Single Room,6/2/2024,160
HWA03066,Sharon Thomas,2,3,1,0,Deluxe Room,4/23/2024,540
HWA03067,David King,1,3,1,0,Single Room,11/3/2024,240
HWA03068,Sandra Jones,1,1,1,0,Single Room,1/5/2024,80
HWA03069,Carol Hill,1,1,0,0,Single Room,6/13/2024,50
HWA03070,David Jones,2,3,1,0,Presidential Room,7/14/2024,840
HWA03071,Betty Young,1,1,1,0,Single Room,3/26/2024,80
HWA03072,Kimberly Perez,1,2,1,0,Single Room,4/8/2024,160
HWA03073,Joshua Harris,1,2,1,0,Single Room,8/18/2023,160
HWA03074,Brian Harris,1,1,1,0,Single Room,9/15/2024,80
HWA03075,Brian Hill,1,2,1,0,Single Room,12/9/2024,160
HWA03076,Linda Lewis,1,3,1,0,Single Room,11/19/2023,240
HWA03077,Mary Hill,1,3,1,0,Single Room,2/17/2024,240
HWA03078,George White,2,1,1,0,Deluxe Room,9/30/2024,180
HWA03079,Jessica Miller,1,3,1,0,Single Room,1/14/2024,240
HWA03080,Stephanie Clark,1,4,1,0,Deluxe Room,11/1/2024,720
HWA03081,Julie Wright,1,4,0,0,Single Room,8/3/2024,200
HWA03082,Mark Harris,2,3,1,0,Double Room,1/14/2024,390
HWA03083,Jennifer Wilson,3,2,1,0,Deluxe Room,7/1/2024,360
HWA03084,Sandra Wright,1,1,1,0,Single Room,3/20/2024,80
HWA03085,Raymond Davis,1,4,1,0,Deluxe Room,7/27/2024,720
HWA03086,Kathleen Hill,1,3,1,0,Single Room,11/18/2024,240
HWA03087,Emma Hall,1,2,1,0,Single Room,9/4/2023,160
HWA03088,Jeffrey Brown,1,2,0,0,Single Room,9/9/2023,100
HWA03089,Brian Garcia,1,1,0,0,Single Room,9/3/2024,50
HWA03090,Julie Walker,1,2,1,0,Single Room,10/29/2023,160
HWA03091,Sharon Perez,1,2,1,0,Single Room,10/12/2023,160
HWA03092,Matthew Lee,1,1,1,1,Single Room,11/25/2024,80
HWA03093,Anthony Hall,1,2,1,0,Single Room,3/25/2024,160
HWA03094,James Perez,1,4,1,0,Single Room,10/13/2023,320
HWA03095,Gregory Perez,2,3,1,0,Double Room,9/14/2024,390
HWA03096,Henry Adams,1,6,1,0,Single Room,8/3/2024,480
HWA03097,Dorothy White,2,3,1,0,Deluxe Room,8/26/2024,540
HWA03098,Linda Flores,2,1,1,0,Deluxe Room,7/2/2024,180
HWA03099,Robert Lee,2,1,1,0,Deluxe Room,4/16/2024,180
HWA03100,Michelle Hill,1,2,1,0,Single Room,10/21/2024,160
HWA03101,Jeffrey Thompson,2,2,1,0,Deluxe Room,6/17/2024,360
HWA03102,Robert Harris,1,3,1,0,Single Room,9/21/2024,240
HWA03103,Charles Harris,1,4,1,0,Deluxe Room,12/7/2024,720
HWA03104,Emma Perez,1,1,1,0,Deluxe Room,4/21/2024,180
HWA03105,Robert Hall,1,2,1,0,Single Room,10/2/2023,160
HWA03106,Anthony Walker,1,3,1,0,Single Room,8/17/2023,240
HWA03107,Ryan Walker,1,2,1,0,Single Room,9/15/2024,160
HWA03108,Dennis Hernandez,1,3,1,0,Single Room,8/25/2024,240
HWA03109,Jason Jackson,1,2,1,0,Single Room,6/17/2024,160
HWA03110,William Garcia,1,1,0,0,Single Room,9/2/2024,50
HWA03111,Kathleen White,3,3,1,0,Deluxe Room,9/8/2024,540
HWA03112,Dennis White,1,1,1,0,Single Room,10/29/2024,80
HWA03113,Dorothy King,2,5,1,0,Deluxe Room,6/28/2024,900
HWA03114,Joan Hernandez,1,2,1,0,Single Room,4/27/2024,160
HWA03115,Kenneth Torres,1,3,1,0,Single Room,4/14/2024,240
HWA03116,William Anderson,4,1,1,0,Family Room,8/21/2023,230
HWA03117,Gregory Thompson,1,1,1,0,Single Room,9/7/2024,80
HWA03118,Sandra Taylor,1,2,1,0,Single Room,7/9/2024,160
HWA03119,Linda Lopez,1,3,1,0,Single Room,10/6/2023,240
HWA03120,Samuel Jackson,1,1,1,0,Single Room,12/16/2024,80
HWA03121,David King,3,1,1,0,Deluxe Room,4/9/2024,180
HWA03122,Thomas Young,1,1,0,0,Single Room,7/6/2024,50
HWA03123,Betty Perez,1,1,1,0,Single Room,7/11/2024,80
HWA03124,Helen Thomas,1,1,1,0,Single Room,8/21/2024,80
HWA03125,Joseph Adams,1,3,1,0,Single Room,2/17/2024,240
HWA03126,Helen Moore,1,1,1,0,Single Room,11/27/2024,80
HWA03127,Susan Hill,1,2,1,0,Single Room,6/24/2024,160
HWA03128,Donald Garcia,1,3,1,0,Single Room,9/21/2024,240
HWA03129,Sarah Flores,1,1,1,0,Single Room,11/20/2024,80
HWA03130,Timothy Hall,1,2,1,0,Single Room,7/1/2024,160
HWA03131,Sarah Green,1,3,1,0,Single Room,9/22/2024,240
HWA03132,Betty Martin,1,1,1,0,Single Room,7/30/2024,80
HWA03133,Amanda Allen,1,2,1,0,Single Room,4/15/2024,160
HWA03134,Andrew Smith,1,3,1,0,Single Room,5/4/2024,240
HWA03135,Stephanie White,3,2,1,0,Deluxe Room,12/16/2024,360
HWA03136,Nancy Flores,1,2,0,0,Single Room,12/16/2024,100
HWA03137,Andrew Flores,1,2,1,0,Single Room,9/6/2023,160
HWA03138,Andrew Anderson,3,1,1,0,Deluxe Room,12/30/2024,180
HWA03139,Samuel Torres,2,1,1,0,Deluxe Room,6/3/2024,180
HWA03140,John Thompson,1,3,1,0,Single Room,9/23/2023,240
HWA03141,Jerry Robinson,1,3,1,0,Single Room,5/4/2024,240
HWA03142,Edward Lee,1,3,1,0,Single Room,7/11/2024,240
HWA03143,Karen Clark,1,2,1,0,Single Room,8/10/2024,160
HWA03144,James Jones,1,5,1,0,Single Room,8/29/2024,400
HWA03145,Cynthia Torres,1,2,1,0,Single Room,10/16/2023,160
HWA03146,Rebecca White,1,3,1,0,Single Room,12/19/2024,240
HWA03147,Julie Clark,2,2,1,0,Deluxe Room,4/10/2024,360
HWA03148,Susan Wright,1,2,1,0,Single Room,3/23/2024,160
HWA03149,Nancy King,1,4,0,0,Single Room,8/28/2024,200
HWA03150,George Green,1,1,1,0,Single Room,6/9/2024,80
HWA03151,Joan Garcia,1,3,1,0,Single Room,8/9/2024,240
HWA03152,Thomas Adams,1,2,1,0,Single Room,9/3/2024,160
HWA03153,Henry Martinez,1,4,1,0,Single Room,7/6/2024,320
HWA03154,James White,1,1,1,0,Single Room,8/2/2024,80
HWA03155,George Moore,1,1,1,0,Single Room,6/8/2024,80
HWA03156,Kathleen Green,2,2,1,0,Deluxe Room,11/16/2024,360
HWA03157,George Hernandez,1,1,1,0,Single Room,4/6/2024,80
HWA03158,Samuel Perez,3,6,1,0,Deluxe Room,8/22/2024,1080
HWA03159,George Harris,1,2,1,0,Single Room,4/22/2024,160
HWA03160,Matthew Taylor,2,5,1,0,Deluxe Room,7/16/2024,900
HWA03161,Melissa Wilson,1,2,1,0,Single Room,1/19/2024,160
HWA03162,Laura Harris,1,2,1,0,Deluxe Room,5/13/2024,360
HWA03163,Joan Robinson,3,3,1,0,Deluxe Room,11/1/2023,540
HWA03164,Ashley Johnson,2,3,1,0,Deluxe Room,12/8/2024,540
HWA03165,Paul Lopez,1,1,1,0,Single Room,1/3/2024,80
HWA03166,Stephanie Walker,1,2,1,0,Single Room,3/25/2024,160
HWA03167,Gregory Davis,1,5,1,0,Deluxe Room,11/14/2024,900
HWA03168,Scott Hill,2,4,1,0,Deluxe Room,5/19/2024,720
HWA03169,Kenneth King,1,1,1,0,Single Room,4/6/2024,80
HWA03170,Shirley Martinez,1,2,1,0,Single Room,9/9/2023,160
HWA03171,Emily Adams,1,2,1,0,Single Room,6/24/2024,160
HWA03172,Lisa Hill,1,1,1,0,Single Room,9/22/2024,80
HWA03173,Linda Perez,1,2,0,0,Single Room,6/14/2024,100
HWA03174,Michael Adams,1,2,1,0,Single Room,11/4/2024,160
HWA03175,Donald Rodriguez,1,3,1,0,Single Room,10/6/2023,240
HWA03176,Stephanie Clark,1,1,0,0,Single Room,12/25/2024,50
HWA03177,Ashley Miller,1,1,1,0,Deluxe Room,9/28/2024,180
HWA03178,George Thompson,1,4,0,0,Single Room,11/1/2024,200
HWA03179,Gregory Lewis,1,1,1,0,Deluxe Room,5/21/2024,180
HWA03180,Sharon Martin,1,3,1,0,Deluxe Room,4/7/2024,540
HWA03181,Patricia Miller,3,4,1,0,Deluxe Room,2/15/2024,720
HWA03182,Linda White,3,1,1,0,Deluxe Room,4/30/2024,180
HWA03183,Michael Flores,1,2,1,0,Single Room,12/23/2024,160
HWA03184,Samuel Flores,1,2,1,0,Single Room,5/15/2024,160
HWA03185,Judith Rodriguez,1,2,1,0,Single Room,4/8/2024,160
HWA03186,Linda Clark,1,7,1,0,Single Room,9/2/2024,560
HWA03187,Kenneth Moore,1,2,1,0,Single Room,4/15/2024,160
HWA03188,Daniel Lee,1,3,1,0,Single Room,8/19/2024,240
HWA03189,David Harris,1,2,1,0,Deluxe Room,5/27/2024,360
HWA03190,Patricia Wilson,1,3,1,0,Single Room,7/29/2023,240
HWA03191,Elizabeth Adams,1,4,0,0,Single Room,12/4/2024,200
HWA03192,Charles Wright,1,1,1,0,Single Room,1/26/2024,80
HWA03193,Nancy Scott,1,3,1,0,Single Room,11/3/2024,240
HWA03194,Sharon Wilson,1,1,1,0,Single Room,3/5/2024,80
HWA03195,Linda Garcia,1,1,1,0,Single Room,11/13/2024,80
HWA03196,Joseph Hill,1,8,1,0,Single Room,11/1/2024,640
HWA03197,Kimberly Garcia,1,5,1,0,Deluxe Room,8/13/2024,900
HWA03198,Sarah Thomas,1,1,1,0,Single Room,5/29/2024,80
HWA03199,Helen Hall,1,2,1,0,Double Room,10/2/2023,260
HWA03200,Kathleen Lopez,1,1,0,0,Single Room,2/20/2024,50
HWA03201,Mark Jackson,1,3,0,0,Single Room,12/26/2024,150
HWA03202,Christopher Martin,1,3,1,0,Deluxe Room,5/12/2024,540
HWA03203,Jason Jones,1,1,1,1,Single Room,2/27/2024,80
HWA03204,Ronald Hall,1,1,1,0,Single Room,1/15/2024,80
HWA03205,Judith Wilson,1,1,0,0,Single Room,10/2/2024,50
HWA03206,Brian Hall,1,1,0,0,Single Room,5/2/2024,50
HWA03207,Frank Davis,1,2,1,0,Single Room,7/12/2024,160
HWA03208,Joseph Davis,1,4,0,0,Single Room,10/28/2023,200
